355050509-57;Cleber F C Parker;CPark355;Par604
047890354-57;Jonathan A B Ximenes;JXime047;Xim343
085279489-86;Gilberto I L Baker;GBake085;Bak140
142214674-50;Felipe C A Amaral;FAmar142;Ama408
674937461-66;Athos C F deJesus;AdeJe674;deJ504
533953247-15;Orclevio M H Santos;OSant533;San881
100123359-85;Richelle E D Avelino;RAvel100;Ave527
644358789-01;Sandra D L Mandacaru;SMand644;Man801
370634334-95;Bruno L C Caldas;BCald370;Cal644
217265305-40;Arthur I B Marques;AMarq217;Mar584
454740753-11;Rafael D B Donaldson;RDona454;Don139
620880046-31;Fernanda G E Parker;FPark620;Par972
140131229-42;Sabine M L Madsen;SMads140;Mad555
529693791-74;Orclevio D G Caldas;OCald529;Cal601
165871337-70;Andressa K J Alves;AAlve165;Alv492
372521636-33;Diogo K I Mattos;DMatt372;Mat782
371335331-58;Márcia B C Avelino;MAvel371;Ave325
181235906-24;Arthur A E Santos;ASant181;San708
389336944-94;Paula L G Domingues;PDomi389;Dom490
372803098-61;Cristina H B Logan;CLoga372;Log879
261774494-50;Andressa K J Caldas;ACald261;Cal533
506233225-50;Leonardo F L Marques;LMarq506;Mar208
590990965-13;Anna M M Tavares;ATava590;Tav162
624601563-49;Cristina H C Logan;CLoga624;Log806
510617809-15;Leonardo J B Avelino;LAvel510;Ave313
624908831-47;Richelle C K Heredia;RHere624;Her434
361947244-22;Jardel J D James;JJame361;Jam930
289960999-67;Jardel G F Damascena;JDama289;Dam603
262843634-20;Orlando D E Massula;OMass262;Mas372
189779778-05;Athos B C Santarém;ASant189;San195
228797592-51;Cleber C D Oliveira;COliv228;Oli239
299637607-44;Márcia M C Alves;MAlve299;Alv803
470010110-88;Mirella L B Sanders;MSand470;San901
599237024-78;Leticia F F Bryant;LBrya599;Bry172
258994892-08;Beatriz E I Mandacaru;BMand258;Man646
378258977-29;Orlando J K Avelino;OAvel378;Ave323
642771990-53;Natália L K Logan;NLoga642;Log431
108730117-22;Beatriz B A Rodrigues;BRodr108;Rod823
263010077-94;Daniela A J Martin;DMart263;Mar714
455793027-75;Athos J H Garcia;AGarc455;Gar897
454946353-65;Carlos J J Dias;CDias454;Dia882
340643466-19;Jéssica C B Logan;JLoga340;Log342
575903186-35;Francisco A F Salah;FSala575;Sal561
385313039-16;Lucas E K Santarém;LSant385;San822
359282870-58;Beatriz F H Caldas;BCald359;Cal353
353906277-94;Nicky I E Alves;NAlve353;Alv963
040569357-39;Amália I C Donaldson;ADona040;Don467
555006417-05;Diogo K A deJesus;DdeJe555;deJ670
278778827-45;Rodrigo B G Ximenes;RXime278;Xim136
455312132-29;Paula F H Saunders;PSaun455;Sau891
110858244-92;Sabine G F Marinho;SMari110;Mar545
568856886-45;Mirella D M Tavares;MTava568;Tav616
176352143-68;Lucas D E Ferreira;LFerr176;Fer635
073403203-80;Ruver D J Ximenes;RXime073;Xim781
214368358-47;Thiago C J Tavares;TTava214;Tav469
297899059-64;Eduarda K M Amaral;EAmar297;Ama166
529594539-63;Tamara K E Silva;TSilv529;Sil894
326148393-63;Arthur F D Mandacaru;AMand326;Man980
530350868-17;Márcia A E Logan;MLoga530;Log764
125754928-25;Rogério L B Bryant;RBrya125;Bry183
639661480-45;Amália D M James;AJame639;Jam605
413800397-29;Richelle L G Logan;RLoga413;Log932
289651717-75;Andressa H G Barros;ABarr289;Bar986
136230855-54;Leandro G I Turner;LTurn136;Tur267
508732055-56;Diogo J M Baker;DBake508;Bak533
404511859-52;Isadora E H Murta;IMurt404;Mur904
435803325-74;Gabriela H M Oliveira;GOliv435;Oli674
094143620-43;Rodrigo F L James;RJame094;Jam145
288541576-33;Leandro J E Silva;LSilv288;Sil690
307335208-68;Diogo E D Murta;DMurt307;Mur699
327869490-60;Gilberto J L Tavares;GTava327;Tav832
523615249-13;Leticia A D Bryant;LBrya523;Bry478
158888981-61;Gilberto H J Dawson;GDaws158;Daw253
459100902-08;João D G Duncan;JDunc459;Dun790
518090938-02;Gabriel G H deJesus;GdeJe518;deJ972
042363422-77;João I L Rodrigues;JRodr042;Rod344
115987395-28;Leticia D J Fernandes;LFern115;Fer703
211031973-45;Leonardo H G Donaldson;LDona211;Don536
626459682-22;Rafael L A Martins;RMart626;Mar613
232498890-53;Fernanda H F Massula;FMass232;Mas306
658104472-60;Jardel G E Baker;JBake658;Bak453
331819225-73;Jardel E E Dutra;JDutr331;Dut149
418562245-78;Leandro B M Saunders;LSaun418;Sau295
054219890-32;Marcus F E Donaldson;MDona054;Don894
653128372-46;Carlos D J Marinho;CMari653;Mar608
543739012-31;Isabela L F James;IJame543;Jam546
563950641-07;Rogério L L Alves;RAlve563;Alv800
475367992-88;Amália G C Dias;ADias475;Dia188
062599663-35;Andressa H L Turner;ATurn062;Tur478
069325106-55;Rogério M D Garcia;RGarc069;Gar179
256782267-08;Francisco A C Saunders;FSaun256;Sau657
441568711-09;Natália K E Avelino;NAvel441;Ave684
276040502-49;Cristina I B Moore;CMoor276;Moo739
224765733-40;Rafael G L Mandacaru;RMand224;Man764
523000911-05;Orclevio E A James;OJame523;Jam266
072476295-76;Marcus J M Turner;MTurn072;Tur148
040676246-53;Emanuel A C Moreira;EMore040;Mor497
316342668-95;Emanuel C K Magela;EMage316;Mag563
399417429-27;Sandra G L deJesus;SdeJe399;deJ688
472772905-29;Cleber M G Domingues;CDomi472;Dom532
083749511-27;Gabriel H K Bomfin;GBomf083;Bom366
436040185-08;Nicky I J Sanders;NSand436;San374
329385617-13;Gilberto L B Martins;GMart329;Mar202
568976265-61;Anna A M Souza;ASouz568;Sou960
327739595-25;Thiago I J Parker;TPark327;Par421
503177527-11;Daniela L B Donaldson;DDona503;Don110
309539405-58;Jardel I L Moreira;JMore309;Mor988
617382963-03;Mirella D A Santarém;MSant617;San873
139182478-17;Juliana G F Baker;JBake139;Bak934
337301958-71;Jéssica J D Ximenes;JXime337;Xim320
447184543-04;Sandra L J Murray;SMurr447;Mur384
086810776-22;Daniela L F Santarém;DSant086;San139
534601647-48;Rogério F J Barbosa;RBarb534;Bar763
529100388-30;Carlos A I Domingues;CDomi529;Dom671
179886447-06;Beatriz I A Ximenes;BXime179;Xim107
247454993-83;Orclevio B A Dutra;ODutr247;Dut406
126173595-18;Eduardo D G Sanders;ESand126;San714
121606795-87;Francisco J I Barros;FBarr121;Bar126
473239524-64;Rogério H M Heredia;RHere473;Her984
139308555-17;Rodrigo J I Sanders;RSand139;San625
493252868-29;Arthur B B Marinho;AMari493;Mar163
330835128-94;Orclevio H I Souza;OSouz330;Sou698
249142323-88;Athos G D Amaral;AAmar249;Ama689
495750103-43;Isabela D L Domingues;IDomi495;Dom985
359545816-92;Thiago D A Santos;TSant359;San269
653964582-81;Walber F B Emanuel;WEman653;Ema473
500499280-44;Richelle B I Teixeira;RTeix500;Tei349
352912221-25;Richelle I C Turner;RTurn352;Tur103
317102181-78;Gustavo A L Ferreira;GFerr317;Fer175
645677822-97;Richelle J B Santarém;RSant645;San618
365273848-55;Rogério J L Moreira;RMore365;Mor432
044124561-07;Richelle M C Dias;RDias044;Dia804
473381648-99;Gabriela M F Barbosa;GBarb473;Bar878
598178486-21;Leticia E E Mattos;LMatt598;Mat409
666576833-56;Gabriel G K Mattos;GMatt666;Mat130
140157793-65;Cleber H L Carmo;CCarm140;Car487
267549941-84;Cristina E H Murta;CMurt267;Mur879
542681527-80;Arthur G A Moreira;AMore542;Mor743
532231615-03;Marcus H C Dias;MDias532;Dia926
288818488-38;Arthur I F Oliveira;AOliv288;Oli912
110736485-97;Cristina A G Avelino;CAvel110;Ave418
143984643-74;Isadora B L Garcia;IGarc143;Gar902
116843313-65;Sandra C B Bryant;SBrya116;Bry506
257991613-80;Francisco G G Oliveira;FOliv257;Oli273
591518699-54;Luiz H K Alves;LAlve591;Alv439
495774116-86;Mauro E J Santos;MSant495;San271
391431619-66;Rafael E H Massula;RMass391;Mas546
040914995-54;Sabine E K Madsen;SMads040;Mad130
212544053-51;Daniela C L Damascena;DDama212;Dam552
541153523-23;Daniela D L Mandacaru;DMand541;Man131
245989696-80;Andressa B B Ximenes;AXime245;Xim162
070206893-42;Andressa J B Donaldson;ADona070;Don484
650698585-23;Jonathan H F Parker;JPark650;Par668
587094635-84;Isabela C L Logan;ILoga587;Log404
417282744-55;Marcus E M Sanders;MSand417;San616
287306983-15;Rafael M K Dutra;RDutr287;Dut988
167952505-01;Gabriela A D Mandacaru;GMand167;Man857
661560172-44;Felipe C A Barbosa;FBarb661;Bar829
647767783-99;João M J Garcia;JGarc647;Gar494
599591239-90;Rogério M F Heredia;RHere599;Her160
183627273-74;Sandra D J Marques;SMarq183;Mar919
453358306-99;Nicky L A Souza;NSouz453;Sou800
253371874-77;Isabela B M Teixeira;ITeix253;Tei190
401574857-50;Eduardo L D Ferreira;EFerr401;Fer427
414046923-41;Isadora E K Ferreira;IFerr414;Fer395
292105666-16;Marcus K I Marinho;MMari292;Mar414
161399610-17;Anna D M Domingues;ADomi161;Dom370
383187096-02;Isadora G I Murray;IMurr383;Mur752
404571279-34;Jonathan G M Dias;JDias404;Dia169
635478896-09;João M I Rodrigues;JRodr635;Rod146
272122085-09;Juliana F F Donaldson;JDona272;Don420
582509750-17;Ruver G M Magela;RMage582;Mag172
626229986-38;Fernanda G M Barbosa;FBarb626;Bar176
568744130-20;Leonardo C K Tavares;LTava568;Tav419
194627934-41;Jonathan C E Ximenes;JXime194;Xim432
322304333-60;Andressa L F Turner;ATurn322;Tur126
655793036-17;Jonathan K J Magela;JMage655;Mag931
278103509-33;Gustavo J A Saunders;GSaun278;Sau811
147745915-86;Eduarda L M Alves;EAlve147;Alv664
477133124-37;Cristina B J Garcia;CGarc477;Gar438
145509627-02;Jardel J I Rodrigues;JRodr145;Rod515
246491790-83;Cleber E G Murta;CMurt246;Mur274
117683104-39;Gustavo K L Martins;GMart117;Mar118
656603507-08;Carlos F G Logan;CLoga656;Log825
405518042-02;Gilberto E L Garcia;GGarc405;Gar441
580882638-08;Orclevio H I Nunes;ONune580;Nun902
654093984-83;Eduarda E K Donaldson;EDona654;Don350
044117298-42;Thiago F E Salah;TSala044;Sal177
244852935-88;Gabriela A A Mattos;GMatt244;Mat289
308052142-80;Isadora D A Bryant;IBrya308;Bry512
462515042-09;Juliana D A Carmo;JCarm462;Car435
527553055-70;Andressa E G Donaldson;ADona527;Don163
235712379-69;Pedro L E Baker;PBake235;Bak578
601346899-92;Pedro H E Martins;PMart601;Mar881
577196620-52;Leandro E I Bomfin;LBomf577;Bom526
353154723-72;Mauro M L Massula;MMass353;Mas474
381413236-03;Fernanda K D Mattos;FMatt381;Mat680
381046303-10;Nicky L D Rodrigues;NRodr381;Rod227
208026629-27;Natália E L Santos;NSant208;San213
497319777-68;Jonathan C H Magela;JMage497;Mag238
421621474-74;Paula L L Salah;PSala421;Sal504
490947007-24;Lucas K C Heredia;LHere490;Her232
424937736-96;Sandra D C Barros;SBarr424;Bar332
485755251-64;Fernanda B F Magela;FMage485;Mag603
225400856-61;Cristina L A Santarém;CSant225;San429
049004887-26;Márcia I A Sanders;MSand049;San745
555764524-17;Rafael B K Dutra;RDutr555;Dut891
630305678-71;Richelle J G Santarém;RSant630;San852
656674532-79;Eduarda B G Silva;ESilv656;Sil727
349832624-07;Natália G I Baker;NBake349;Bak613
523411288-11;Natália E M Murta;NMurt523;Mur780
599359764-91;Emanuel I C Dutra;EDutr599;Dut518
573378695-80;Natália F A Murta;NMurt573;Mur292
452670962-84;Luiz C H Bomfin;LBomf452;Bom163
621927827-58;Eduarda A H Parker;EPark621;Par122
444857249-71;Rogério E B Mandacaru;RMand444;Man735
115436914-39;Pedro I K Rodrigues;PRodr115;Rod347
231772296-77;Márcia G G Alves;MAlve231;Alv808
468309154-04;Gabriela E F Nunes;GNune468;Nun630
313157869-40;Pedro I J Duncan;PDunc313;Dun454
227444592-42;Athos B C Sanders;ASand227;San766
578078606-98;Jéssica D K Murta;JMurt578;Mur525
539033621-01;Mauro K M Barbosa;MBarb539;Bar114
625373134-95;Jonathan B G Murray;JMurr625;Mur886
549227675-34;Isabela H G Souza;ISouz549;Sou437
225900904-55;Arthur A L Madsen;AMads225;Mad775
643622756-23;Marcus K G Madsen;MMads643;Mad243
274486166-41;Daniela E A Martins;DMart274;Mar217
583583749-32;Pedro I H Amaral;PAmar583;Ama390
294911624-12;Jardel A J Damascena;JDama294;Dam385
444093155-35;Carlos M L Bomfin;CBomf444;Bom866
537696131-24;Leonardo B M Tavares;LTava537;Tav644
081560288-65;Felipe K L Emanuel;FEman081;Ema303
250392739-78;Lucas G K Dawson;LDaws250;Daw425
382460839-10;Nicky E H Nunes;NNune382;Nun214
439094010-94;Cleber A M Alves;CAlve439;Alv448
599511653-07;Ruver H B Alves;RAlve599;Alv274
106001043-73;Leonardo A A Martins;LMart106;Mar787
459259279-91;Beatriz M E Baker;BBake459;Bak268
279997131-13;Gabriela B K Teixeira;GTeix279;Tei356
498587629-49;Francisco M B Turner;FTurn498;Tur164
565170807-32;Isadora G A Bomfin;IBomf565;Bom610
054505936-67;Beatriz I I Sanders;BSand054;San743
177290165-46;Rafael I C Duncan;RDunc177;Dun462
658279034-73;Rafael K D Avelino;RAvel658;Ave202
430174508-45;Cleber M F Alves;CAlve430;Alv104
658486555-39;Daniela F J Alves;DAlve658;Alv520
391001166-93;Richelle A H Santos;RSant391;San506
369640584-48;Marcus D B Ximenes;MXime369;Xim170
653841194-69;Gabriel M F Moreira;GMore653;Mor194
079313383-02;Cristina D H Avelino;CAvel079;Ave982
069789460-31;Fernanda E D Emanuel;FEman069;Ema769
472820844-86;Jéssica K E Garcia;JGarc472;Gar473
470553359-68;Sandra I L Murray;SMurr470;Mur486
048003748-10;Jonathan G G Ximenes;JXime048;Xim102
511051997-95;Isadora E H Fernandes;IFern511;Fer342
459976851-89;Felipe L L Garcia;FGarc459;Gar954
677649667-80;Emanuel A G Fernandes;EFern677;Fer533
253053801-61;Rafael B H Donaldson;RDona253;Don663
355455057-66;Natália C F Salah;NSala355;Sal288
586284707-88;João B G Barros;JBarr586;Bar857
668646954-40;Eduardo L I Bomfin;EBomf668;Bom209
133978205-38;Bárbara A F Saunders;BSaun133;Sau413
558281045-28;Mauro M J Dawson;MDaws558;Daw372
065913111-67;Leandro F J Silva;LSilv065;Sil719
651655710-75;Rodrigo F G Oliveira;ROliv651;Oli775
129907545-32;Leonardo C C Parker;LPark129;Par178
559692321-54;Jardel C A Parker;JPark559;Par337
596016817-26;Márcia H E James;MJame596;Jam450
496513817-72;Felipe B F Caldas;FCald496;Cal439
636230244-42;Daniela J M Martin;DMart636;Mar325
119968278-20;Emanuel K C James;EJame119;Jam541
608263265-33;Gustavo M D Nunes;GNune608;Nun388
106194089-56;Orlando C C Saunders;OSaun106;Sau116
118656625-09;Bárbara M I Damascena;BDama118;Dam802
434320700-90;Tamara F B Turner;TTurn434;Tur408
441944380-05;Leticia A G Parker;LPark441;Par995
244344205-20;Eduardo J J Marques;EMarq244;Mar496
434594136-36;João H K Martins;JMart434;Mar631
240040468-34;Gilberto C H deJesus;GdeJe240;deJ410
508700627-01;Leonardo J C Mandacaru;LMand508;Man924
099199032-49;Amália H J deJesus;AdeJe099;deJ543
536394368-32;Rodrigo E E Holland;RHoll536;Hol283
543532800-33;Thiago F C Avelino;TAvel543;Ave587
088465084-28;Lucas J J Holland;LHoll088;Hol498
520010730-09;Gabriela B C Sanders;GSand520;San940
550000088-76;Emanuel G G Dias;EDias550;Dia440
517479523-91;João I J Ferreira;JFerr517;Fer631
403784678-92;Rodrigo B M Salah;RSala403;Sal537
059826958-53;Athos A F Garcia;AGarc059;Gar865
389257271-63;Márcia J F Logan;MLoga389;Log983
343585907-61;João A E Damascena;JDama343;Dam618
638810895-46;Mirella M J Massula;MMass638;Mas107
429278775-33;Mauro F F Turner;MTurn429;Tur422
215764668-75;Jonathan G F Moreira;JMore215;Mor798
448865226-12;Francisco C J Bomfin;FBomf448;Bom247
415327216-90;Eduardo F E Barbosa;EBarb415;Bar287
554224487-22;Bárbara G F Tavares;BTava554;Tav982
665535582-12;Francisco B M Parker;FPark665;Par342
656070355-48;Athos D B Oliveira;AOliv656;Oli262
543918477-54;Lucas H G Martin;LMart543;Mar216
326822394-06;João A D Avelino;JAvel326;Ave256
389050397-45;Pedro L J Salah;PSala389;Sal714
427287612-80;Athos B F Donaldson;ADona427;Don974
626654198-34;Mauro L F Marinho;MMari626;Mar652
300431349-54;Juliana K E Baker;JBake300;Bak764
045554574-81;Leandro M F Caldas;LCald045;Cal726
469595053-38;Gilberto B J Caldas;GCald469;Cal990
407697666-49;Mirella E A Amaral;MAmar407;Ama579
287573881-17;Rodrigo I G Moreira;RMore287;Mor729
063238206-59;Tamara M J Nunes;TNune063;Nun626
216868993-86;Felipe G B Tavares;FTava216;Tav624
440611475-11;Cristina D H Barros;CBarr440;Bar732
596045931-48;Tamara J J Nunes;TNune596;Nun241
167144846-49;Arthur M L Barbosa;ABarb167;Bar178
383979183-82;Nicky F H Moore;NMoor383;Moo698
152473835-28;Cristina M B Donaldson;CDona152;Don383
074721454-55;Cleber C G Barbosa;CBarb074;Bar899
590912938-99;Andressa B C Emanuel;AEman590;Ema517
499795935-27;Eduarda J C Barros;EBarr499;Bar488
350389791-22;Daniela K D Murta;DMurt350;Mur729
517130934-01;Rafael K J Ferreira;RFerr517;Fer238
523885599-51;Cristina E G Garcia;CGarc523;Gar126
380407551-77;Athos K C Moreira;AMore380;Mor112
428705965-14;Beatriz C B Ferreira;BFerr428;Fer867
118871034-02;Pedro H C Bomfin;PBomf118;Bom696
644025109-91;Walber K A Bryant;WBrya644;Bry319
492561796-66;Eduardo E F Moreira;EMore492;Mor161
606799400-89;Andressa K I Santos;ASant606;San932
321387778-13;Juliana H K Bryant;JBrya321;Bry648
162576721-50;Gustavo F K Marques;GMarq162;Mar961
139979043-28;Carlos D G Murray;CMurr139;Mur726
620282825-78;Ruver L I Garcia;RGarc620;Gar242
526460577-09;Bárbara F I Murta;BMurt526;Mur127
618107600-17;Eduardo H K Silva;ESilv618;Sil506
193252883-72;Rafael M J Amaral;RAmar193;Ama183
637772326-36;João C H Murray;JMurr637;Mur895
535315770-20;Cleber F F Barbosa;CBarb535;Bar699
076884234-73;Sabine D F Moore;SMoor076;Moo496
674229226-91;Orlando K H Souza;OSouz674;Sou691
123942557-34;Athos K F Donaldson;ADona123;Don451
177037541-46;Sabine C J Bryant;SBrya177;Bry294
131216163-93;Bruno D E Martin;BMart131;Mar997
463842682-57;Juliana L L Oliveira;JOliv463;Oli892
216846574-79;Juliana F J Barros;JBarr216;Bar241
327642760-71;Emanuel B A Murta;EMurt327;Mur863
063703955-10;Sandra G A Mandacaru;SMand063;Man968
244883013-64;Nicky I B Emanuel;NEman244;Ema397
161883416-38;Bruno I K Massula;BMass161;Mas671
342068503-50;Isadora C H Moore;IMoor342;Moo924
461758645-93;Isadora G M Mattos;IMatt461;Mat718
563310827-30;Athos M E Fernandes;AFern563;Fer954
343238874-81;Tamara I D Bomfin;TBomf343;Bom682
436232050-25;Rogério L M Ximenes;RXime436;Xim788
448241402-10;Orclevio J F Avelino;OAvel448;Ave264
152002250-30;Arthur L E Dutra;ADutr152;Dut216
264900430-84;Richelle H D Garcia;RGarc264;Gar108
554473095-97;Walber G J Emanuel;WEman554;Ema753
422006134-32;Amália M I Dawson;ADaws422;Daw675
164454386-29;Márcia G L Marques;MMarq164;Mar752
363836466-23;Tamara E M Dias;TDias363;Dia828
156210771-55;Gustavo D F Baker;GBake156;Bak666
623642344-25;Beatriz C G Mattos;BMatt623;Mat400
471860955-84;Beatriz B K Damascena;BDama471;Dam651
278297375-68;Tamara I C Murta;TMurt278;Mur349
440371378-73;Anna C M Rodrigues;ARodr440;Rod806
666599683-91;Pedro F I Nunes;PNune666;Nun371
494698028-16;Pedro I F Heredia;PHere494;Her876
451785093-89;Jonathan K I Dawson;JDaws451;Daw198
389790436-35;Isadora M I Damascena;IDama389;Dam281
515462470-44;Gilberto G M Saunders;GSaun515;Sau966
454168580-42;Rafael B F Sanders;RSand454;San636
672597170-89;Márcia L E Alves;MAlve672;Alv895
271107885-16;Jéssica B L Martins;JMart271;Mar594
338817306-41;Rafael J A Caldas;RCald338;Cal670
251892381-53;Cristina H E Emanuel;CEman251;Ema970
580881080-23;Daniela E C Sanders;DSand580;San484
580834067-94;Leandro B F Amaral;LAmar580;Ama196
633622353-64;Luiz E I Caldas;LCald633;Cal788
560713726-23;Fernanda H G Madsen;FMads560;Mad636
445298117-01;Isadora K L Martin;IMart445;Mar334
195964334-34;Mauro G H Ferreira;MFerr195;Fer208
261187319-61;Thiago E C Avelino;TAvel261;Ave668
272185414-51;Mauro B H Logan;MLoga272;Log461
190652079-99;Bruno A L Mattos;BMatt190;Mat155
464226402-25;Andressa B I Oliveira;AOliv464;Oli728
638123977-85;Natália B D Emanuel;NEman638;Ema348
580022486-00;Sabine A K Fernandes;SFern580;Fer656
662291561-45;Diogo C C Turner;DTurn662;Tur692
168262159-51;Nicky G E Mandacaru;NMand168;Man152
461550437-84;Ruver F J Carmo;RCarm461;Car801
316842987-26;Leticia G F Barbosa;LBarb316;Bar488
298502805-69;Luiz A L Oliveira;LOliv298;Oli936
238527570-27;Natália J A Avelino;NAvel238;Ave243
519089539-21;Eduarda C A Donaldson;EDona519;Don755
466190329-14;Rafael M A James;RJame466;Jam403
630529206-59;João D B Caldas;JCald630;Cal129
171626215-78;Diogo G H Garcia;DGarc171;Gar564
580347410-21;Bárbara F E Alves;BAlve580;Alv761
540584719-51;Bruno C C deJesus;BdeJe540;deJ751
240181144-49;Richelle H J Logan;RLoga240;Log307
613839817-46;Márcia D I Nunes;MNune613;Nun280
563873864-19;Leticia G K Dawson;LDaws563;Daw368
566471501-69;Gilberto H E Nunes;GNune566;Nun210
559092201-00;Ruver B M Garcia;RGarc559;Gar255
567786547-03;Arthur B D Baker;ABake567;Bak494
490544514-26;Orlando C C Bomfin;OBomf490;Bom783
586807797-64;Orlando G D Massula;OMass586;Mas975
174719297-18;Beatriz F C Garcia;BGarc174;Gar767
548866775-99;Arthur E D Turner;ATurn548;Tur133
130684212-70;Jardel I H Moreira;JMore130;Mor837
076297627-74;Andressa M B Souza;ASouz076;Sou480
195292702-77;Jéssica G K Murray;JMurr195;Mur283
652437674-01;Gabriel K J Bryant;GBrya652;Bry841
379163769-32;Jardel J K Avelino;JAvel379;Ave360
376180632-57;Orlando L I Dawson;ODaws376;Daw997
066257296-90;Mauro K H Alves;MAlve066;Alv154
445527140-92;Walber B F Murta;WMurt445;Mur948
257245054-08;Sabine D M Murray;SMurr257;Mur796
567780983-44;Carlos I I Leal;CLeal567;Lea308
334459854-74;Gilberto I H Barbosa;GBarb334;Bar563
